1.462833 0.236625 0.036840
1.471081	-0.201840
1.473960	-0.194050
1.476790	-0.186234
1.461637	-0.184324
1.470016	-0.177241
1.479571	-0.178393
1.470016	-0.177241
1.466195	-0.176780
1.472739	-0.169425
1.474652	-0.169645
1.472739	-0.169425
1.468914	-0.168985
1.475413	-0.161584
1.477328	-0.161793
1.475413	-0.161584
1.472131	-0.153104
1.474207	-0.153320
1.481713	-0.154100
1.472131	-0.153104
1.472131	-0.153104
1.474694	-0.145244
1.478529	-0.145622
1.476611	-0.145433
1.474694	-0.145244
1.474694	-0.145244
1.477206	-0.137361
1.481045	-0.137718
1.479125	-0.137540
1.477206	-0.137361
1.477206	-0.137361
1.479669	-0.129454
1.475828	-0.129118
1.473908	-0.128950
1.479669	-0.129454
1.479669	-0.129454
1.474394	-0.120893
1.478238	-0.121208
1.476316	-0.121051
1.474394	-0.120893
1.474394	-0.120893
1.476540	-0.112965
1.474828	-0.112834
1.474828	-0.112834
1.476751	-0.112982
1.476751	-0.112982
1.478838	-0.105032
1.474989	-0.104758
1.474989	-0.104758
1.475210	-0.104774
1.475210	-0.104774
1.475308	-0.096697
1.477234	-0.096823
1.477234	-0.096823
1.475308	-0.096697
1.473383	-0.096570
1.477502	-0.088750
1.475575	-0.088634
1.475575	-0.088634
1.477502	-0.088750
1.475575	-0.088634
1.475789	-0.080571
1.477717	-0.080677
1.477717	-0.080677
1.473861	-0.080466
1.473861	-0.080466
1.477879	-0.072603
1.474021	-0.072414
1.472092	-0.072319
1.475949	-0.072509
1.475949	-0.072509
1.474128	-0.064362
1.473853	-0.064350
1.474128	-0.064362
1.474128	-0.064362
1.472198	-0.064278
1.473898	-0.056299
1.475829	-0.056373
1.472251	-0.056236
1.473898	-0.056299
1.471967	-0.056225
1.475822	-0.048313
1.473890	-0.048250
1.471958	-0.048187
1.475822	-0.048313
1.473890	-0.048250
1.473829	-0.040202
1.475762	-0.040255
1.473829	-0.040202
1.473829	-0.040202
1.471896	-0.040150
1.475649	-0.032199
1.473715	-0.032156
1.471782	-0.032114
