1.189081 0.214468 -0.020321
1.171789	-0.206618
1.174751	-0.200540
1.174751	-0.200540
1.177675	-0.194435
1.177675	-0.194435
1.170312	-0.193219
1.180561	-0.188303
1.180561	-0.188303
1.180561	-0.188303
1.173187	-0.187127
1.180561	-0.188303
1.185239	-0.182425
1.176024	-0.181007
1.185239	-0.182425
1.188042	-0.176229
1.180644	-0.175132
1.178823	-0.174862
1.188042	-0.176229
1.181548	-0.168685
1.181548	-0.168685
1.183398	-0.168949
1.183398	-0.168949
1.184260	-0.162487
1.184260	-0.162487
1.186113	-0.162741
1.182407	-0.162232
1.186113	-0.162741
1.186933	-0.156263
1.186933	-0.156263
1.188789	-0.156507
1.185078	-0.156018
1.188789	-0.156507
1.187643	-0.149771
1.187643	-0.149771
1.185853	-0.149545
1.189501	-0.150005
1.187643	-0.149771
1.190226	-0.143506
1.190226	-0.143506
1.186507	-0.143058
1.186507	-0.143058
1.190226	-0.143506
1.187185	-0.136575
1.187185	-0.136575
1.189046	-0.136789
1.189046	-0.136789
1.189046	-0.136789
1.189682	-0.130291
1.189682	-0.130291
1.185957	-0.129883
1.185957	-0.129883
1.191546	-0.130495
1.186545	-0.123402
1.188409	-0.123596
1.188409	-0.123596
1.188409	-0.123596
1.188409	-0.123596
1.188836	-0.117090
1.188836	-0.117090
1.185224	-0.116734
1.187089	-0.116918
1.190822	-0.117285
1.191198	-0.110766
1.191198	-0.110766
1.187461	-0.110419
1.185593	-0.110245
1.187589	-0.110431
1.189778	-0.104092
1.184170	-0.103601
1.189778	-0.104092
1.187908	-0.103928
1.186039	-0.103765
1.192054	-0.097743
1.186440	-0.097282
1.184570	-0.097129
1.186440	-0.097282
1.188311	-0.097436
1.186798	-0.090798
1.183054	-0.090512
1.186798	-0.090798
1.188670	-0.090941
1.186798	-0.090798
1.188985	-0.084445
1.185237	-0.084179
1.187111	-0.084312
1.187111	-0.084312
1.188985	-0.084445
1.185505	-0.077702
1.183631	-0.077579
1.189255	-0.077948
1.187198	-0.077813
1.185505	-0.077702
1.185536	-0.071212
1.183660	-0.071100
1.183853	-0.071111
1.189290	-0.071438
1.185536	-0.071212
1.187584	-0.064837
1.185706	-0.064734
1.185706	-0.064734
1.183829	-0.064632
1.187584	-0.064837
1.185832	-0.058256
1.183954	-0.058164
1.187711	-0.058348
1.185832	-0.058256
1.183954	-0.058164
1.187794	-0.051860
1.185914	-0.051778
1.182154	-0.051614
1.184034	-0.051696
1.185914	-0.051778
1.184070	-0.045228
1.184070	-0.045228
1.184070	-0.045228
1.185951	-0.045300
1.184070	-0.045228
1.185697	-0.038816
1.187580	-0.038877
1.184061	-0.038762
1.184061	-0.038762
1.183815	-0.038754
1.187521	-0.032393
1.185637	-0.032341
1.183753	-0.032290
1.183753	-0.032290
1.185637	-0.032341
1.185531	-0.025868
1.187416	-0.025909
1.185531	-0.025868
1.185531	-0.025868
1.183647	-0.025827
1.187268	-0.019428
1.185382	-0.019397
1.183496	-0.019367
1.183496	-0.019367
1.185382	-0.019397
1.185188	-0.012929
1.184896	-0.012926
1.183009	-0.012905
1.184896	-0.012926
1.183301	-0.012908
1.184648	-0.006461
1.186537	-0.006472
1.184648	-0.006461
1.186537	-0.006472
1.184648	-0.006461
1.186245	0.000000
1.184356	0.000000
1.184356	0.000000
1.184356	0.000000
1.186245	0.000000
1.185909	0.006468
1.185582	0.006467
1.185909	0.006468
1.185909	0.006468
1.184020	0.006458
1.185193	0.012929
1.187084	0.012950
1.183639	0.012912
1.183639	0.012912
1.183301	0.012908
1.186651	0.019419
1.184759	0.019388
1.184759	0.019388
1.184759	0.019388
1.184759	0.019388
1.184280	0.025841
1.186173	0.025883
1.186173	0.025883
1.186173	0.025883
1.184280	0.025841
1.185278	0.032331
1.185650	0.032342
1.183757	0.032290
1.185650	0.032342
1.185278	0.032331
1.186596	0.038845
1.186596	0.038845
1.184702	0.038783
1.184702	0.038783
1.186596	0.038845
1.185976	0.045302
1.187871	0.045374
1.185976	0.045302
1.185976	0.045302
1.185976	0.045302
1.186799	0.051817
1.185312	0.051752
1.185312	0.051752
1.185312	0.051752
1.184903	0.051734
1.187978	0.058362
1.186081	0.058269
1.184184	0.058175
1.186081	0.058269
1.186081	0.058269
1.185319	0.064713
1.187215	0.064817
1.185319	0.064713
1.187215	0.064817
1.185319	0.064713
1.185964	0.071238
1.186409	0.071265
1.184512	0.071151
1.186409	0.071265
1.185964	0.071238
1.187003	0.077800
1.187003	0.077800
1.185104	0.077676
1.185104	0.077676
1.187003	0.077800
1.186098	0.084240
1.187526	0.084342
1.186098	0.084240
1.186098	0.084240
1.186098	0.084240
1.186568	0.090781
1.188467	0.090926
1.185149	0.090672
1.185149	0.090672
1.186568	0.090781
1.187465	0.097367
1.187465	0.097367
1.187465	0.097367
1.187465	0.097367
1.187465	0.097367
1.188318	0.103964
1.187811	0.103920
1.187811	0.103920
1.187811	0.103920
1.186418	0.103798
1.186711	0.110349
1.188612	0.110526
1.188612	0.110526
1.188612	0.110526
1.186711	0.110349
1.187467	0.116955
1.187467	0.116955
1.187467	0.116955
1.187467	0.116955
1.187467	0.116955
1.188178	0.123573
1.187636	0.123516
1.187636	0.123516
1.187636	0.123516
1.186278	0.123375
1.188294	0.130139
1.188294	0.130139
1.188294	0.130139
1.188294	0.130139
1.186393	0.129931
1.188339	0.136707
1.187007	0.136554
1.187007	0.136554
1.187007	0.136554
1.186438	0.136489
1.188900	0.143347
1.186998	0.143117
1.186998	0.143117
1.186998	0.143117
1.186998	0.143117
1.187514	0.149755
1.187514	0.149755
1.187514	0.149755
1.187514	0.149755
1.185614	0.149515
1.187382	0.156322
1.187985	0.156402
1.187985	0.156402
1.186085	0.156151
1.186085	0.156151
1.187799	0.162972
1.187799	0.162972
1.187799	0.162972
1.187799	0.162972
1.187799	0.162972
1.188172	0.169631
1.187542	0.169541
1.188172	0.169631
1.187542	0.169541
1.186272	0.169360
1.187862	0.176203
1.187862	0.176203
1.189762	0.176485
1.187862	0.176203
1.187862	0.176203
1.188136	0.182872
1.188136	0.182872
1.188136	0.182872
1.188136	0.182872
1.187480	0.182771
1.189601	0.189745
1.189601	0.189745
1.189601	0.189745
1.187701	0.189442
1.187701	0.189442
1.187876	0.196119
1.189776	0.196433
1.189776	0.196433
1.187876	0.196119
1.187876	0.196119
1.188006	0.202803
1.188006	0.202803
1.188006	0.202803
1.188006	0.202803
1.188006	0.202803
1.189292	0.209704
1.189292	0.209704
1.189292	0.209704
1.189292	0.209704
1.189292	0.209704
1.189322	0.216405
1.189322	0.216405
1.189322	0.216405
1.189322	0.216405
1.189322	0.216405
1.190481	0.223330
1.190481	0.223330
1.190481	0.223330
1.192379	0.223686
1.194277	0.224042
1.195365	0.231003
1.199161	0.231736
1.199161	0.231736
1.201060	0.232103
1.201060	0.232103
1.202075	0.239108
1.203974	0.239485
1.203974	0.239485
1.205872	0.239863
1.205872	0.239863
1.205684	0.246669
1.203786	0.246281
1.209480	0.247446
1.205684	0.246669
1.212510	0.248066
1.212263	0.254912
1.210365	0.254513
1.214161	0.255311
1.210365	0.254513
1.216059	0.255710
1.216870	0.262819
1.214972	0.262409
1.218768	0.263229
1.216870	0.262819
1.222564	0.264049
1.216517	0.269696
1.218413	0.270116
1.218413	0.270116
1.220310	0.270536
1.227095	0.272041
1.222886	0.278114
1.224782	0.278545
1.224782	0.278545
1.226679	0.278976
1.226679	0.278976
1.229179	0.286604
1.231075	0.287046
1.229179	0.286604
1.231075	0.287046
1.232971	0.287489
1.233499	0.294714
1.230551	0.294010
1.235394	0.295167
1.230551	0.294010
1.237289	0.295620
1.240492	0.303546
1.234810	0.302156
1.234810	0.302156
1.236704	0.302620
1.236704	0.302620
1.246564	0.312248
1.240884	0.310825
1.238991	0.310351
1.240884	0.310825
1.242777	0.311300
1.250663	0.320534
1.246878	0.319564
1.246878	0.319564
1.248770	0.320049
1.248770	0.320049
1.249902	0.327614
1.253683	0.328605
1.251792	0.328110
1.256574	0.329363
1.258466	0.329859
1.255749	0.336477
1.268076	0.339780
1.255749	0.336477
1.259529	0.337490
1.257639	0.336984
1.261514	0.345407
1.261514	0.345407
1.257736	0.344373
1.259625	0.344890
1.257736	0.344373
1.256803	0.351497
1.260576	0.352552
1.256803	0.351497
1.258689	0.352024
1.256803	0.351497
1.254882	0.358351
1.253937	0.358081
1.253937	0.358081
1.253937	0.358081
1.253937	0.358081
1.253844	0.365462
1.251961	0.364914
1.251961	0.364914
1.250079	0.364365
1.248197	0.363816
1.247118	0.370894
1.246153	0.370607
1.246153	0.370607
1.246153	0.370607
1.246153	0.370607
1.246896	0.378242
1.245018	0.377672
1.245018	0.377672
1.245018	0.377672
1.245018	0.377672
1.241960	0.384154
1.240085	0.383574
1.240085	0.383574
1.240085	0.383574
1.238210	0.382994
1.237863	0.390297
1.235989	0.389706
1.235989	0.389706
1.235989	0.389706
1.235989	0.389706
1.236582	0.397321
1.234711	0.396720
1.234711	0.396720
1.234711	0.396720
1.234711	0.396720
1.231518	0.403117
1.231518	0.403117
1.231518	0.403117
1.229650	0.402505
1.229650	0.402505
1.229118	0.409767
1.227253	0.409145
1.227253	0.409145
1.225388	0.408523
1.225388	0.408523
1.227693	0.416746
1.225830	0.416113
1.225830	0.416113
1.223968	0.415481
1.223968	0.415481
1.219588	0.421427
1.220640	0.421790
1.220640	0.421790
1.218781	0.421148
1.218781	0.421148
1.218069	0.428353
1.216212	0.427700
1.216212	0.427700
1.216212	0.427700
1.216212	0.427700
